64	1002.656400
64	980.917000
64	979.531640
64	978.621320
64	986.794760
64	982.646160
64	982.652520
64	981.629200
64	983.630000
64	986.227080
128	944.523140
128	934.070080
128	938.422460
128	935.381660
128	945.336720
128	935.215120
128	939.231640
128	942.842700
128	938.949260
128	942.276920
256	911.757180
256	911.046590
256	905.993780
256	907.473440
256	914.646530
256	905.716780
256	904.838300
256	907.493890
256	906.869850
256	911.864160
512	879.892950
512	876.583720
512	878.115770
512	876.240775
512	883.677275
512	877.462895
512	878.071550
512	877.150780
512	874.686245
512	879.751360
1024	865.566907
1024	863.387905
1024	861.662250
1024	862.680800
1024	868.430215
1024	861.578050
1024	863.573533
1024	862.594478
1024	862.420282
1024	865.197590
4096	851.677823
4096	850.180422
4096	850.856148
4096	849.957999
4096	855.918088
4096	850.324996
4096	850.086022
4096	850.015993
4096	850.947002
4096	855.877354
8192	850.339356
8192	849.849119
8192	850.220407
8192	849.424597
8192	848.639320
8192	848.608198
8192	849.805045
8192	849.633519
8192	849.763170
8192	848.321822
12288	848.370800
12288	852.839354
12288	848.724042
12288	847.056680
12288	847.114981
12288	847.499682
12288	847.946725
12288	847.833824
12288	847.857916
12288	852.430273
16384	859.328697
16384	848.490589
16384	849.915170
16384	852.699733
16384	852.547558
16384	847.080342
16384	847.220263
16384	847.350622
16384	846.464603
16384	852.930628
64	990.355400
64	999.756800
64	994.237120
64	983.253800
64	984.874640
64	994.874080
64	982.680200
64	981.994120
64	984.970640
64	983.703200
128	947.218400
128	932.282140
128	930.479980
128	932.068340
128	951.244360
128	933.692440
128	925.390620
128	929.133780
128	920.253640
128	953.445880
256	900.100470
256	894.276720
256	890.524000
256	899.746065
256	888.117020
256	890.255780
256	888.929120
256	894.343470
256	886.101800
256	887.798130
512	875.396635
512	877.037165
512	871.094985
512	874.927370
512	869.685920
512	876.244220
512	869.345240
512	868.350830
512	870.240795
512	869.554790
1024	864.252465
1024	863.170795
1024	861.545993
1024	861.839692
1024	867.159665
1024	860.935855
1024	866.105790
1024	861.886035
1024	866.057230
1024	860.658050
4096	859.922444
4096	850.003144
4096	854.000390
4096	848.468954
4096	855.207174
