64	1006.649720
64	983.766000
64	989.109200
64	984.507560
64	988.565320
64	983.687720
64	986.515960
64	981.616760
64	988.801720
64	978.996600
128	943.113060
128	947.017260
128	939.852160
128	942.870680
128	938.330380
128	944.426820
128	939.416960
128	944.544580
128	935.772580
128	945.155080
256	908.930250
256	908.414880
256	904.004500
256	905.732590
256	906.183580
256	906.879570
256	906.815580
256	906.562660
256	905.551360
256	906.028460
512	884.965815
512	875.806395
512	881.593590
512	874.314095
512	880.380345
512	878.108600
512	882.588370
512	877.696705
512	881.041650
512	878.587660
1024	858.846958
1024	864.989073
1024	859.628970
1024	858.950090
1024	856.606757
1024	858.375738
1024	857.165472
1024	857.115525
1024	859.556600
1024	858.845592
4096	846.963872
4096	847.367084
4096	846.876680
4096	845.077943
4096	846.423861
4096	845.871486
4096	846.404659
4096	847.524620
4096	847.513581
4096	845.950448
8192	843.596446
8192	845.172752
8192	845.018543
8192	845.818490
8192	845.184448
8192	846.035998
8192	846.051085
8192	846.255504
8192	845.188733
8192	846.590192
12288	843.940977
12288	842.870851
12288	843.844610
12288	844.323705
12288	843.049329
12288	844.066532
12288	844.149204
12288	843.761837
12288	841.992487
12288	843.446192
16384	848.307983
16384	843.490785
16384	842.816148
16384	842.727086
16384	843.712347
16384	843.863273
16384	848.863010
16384	847.285124
16384	848.199486
16384	843.910444
